date,IV_30d_call_delta1,IV_30d_call_delta2,IV_30d_call_delta3,IV_30d_call_delta4,IV_30d_call_delta5,IV_30d_call_delta6,IV_30d_call_delta7,IV_30d_call_delta8,IV_30d_call_delta9,IV_30d_put_delta1,IV_30d_put_delta2,IV_30d_put_delta3,IV_30d_put_delta4,IV_30d_put_delta5,IV_30d_put_delta6,IV_30d_put_delta7,IV_30d_put_delta8,IV_30d_put_delta9,IV_60d_call_delta1,IV_60d_call_delta2,IV_60d_call_delta3,IV_60d_call_delta4,IV_60d_call_delta5,IV_60d_call_delta6,IV_60d_call_delta7,IV_60d_call_delta8,IV_60d_call_delta9,IV_60d_put_delta1,IV_60d_put_delta2,IV_60d_put_delta3,IV_60d_put_delta4,IV_60d_put_delta5,IV_60d_put_delta6,IV_60d_put_delta7,IV_60d_put_delta8,IV_60d_put_delta9,IV_90d_call_delta1,IV_90d_call_delta2,IV_90d_call_delta3,IV_90d_call_delta4,IV_90d_call_delta5,IV_90d_call_delta6,IV_90d_call_delta7,IV_90d_call_delta8,IV_90d_call_delta9,IV_90d_put_delta1,IV_90d_put_delta2,IV_90d_put_delta3,IV_90d_put_delta4,IV_90d_put_delta5,IV_90d_put_delta6,IV_90d_put_delta7,IV_90d_put_delta8,IV_90d_put_delta9
2022-06-14,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-06-15,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-06-16,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-06-17,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-21,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-06-22,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-06-23,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-06-24,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-06-27,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-06-28,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-06-29,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-06-30,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-07-01,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-07-06,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-07-07,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-07-08,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-07-11,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-07-12,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
2022-07-13,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.8105478222656248,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375,1.125004375
